fileName	phoneme	start	startAfter	midBefore	midAfter	endBefore	end	duration	durationMS	cogStart	sdevStart	skewStart	kurtStart	levelMStartPa	levelMStartdB	levelHStartPa	levelHStartdB	levelDStartdB	peakAmpdBStart	peakFreqHzStart	ampLStart	ampMStart	dynamicAmpStart	cogMid	sdevMid	skewMid	kurtMid	levelMMidPa	levelMMiddB	levelHMidPa	levelHMiddB	levelDMiddB	peakAmpdBMid	peakFreqHzMid	ampLMid	ampMMid	dynamicAmpMid	cogEnd	sdevEnd	skewEnd	kurtEnd	levelMEndPa	levelMEnddB	levelHEndPa	levelHEnddB	levelDEnddB	peakAmpdBEnd	peakFreqHzEnd	ampLEnd	ampMEnd	dynamicAmpEnd	cogWhole	sdevWhole	skewWhole	kurtWhole	levelMWholePa	levelMWholedB	levelHWholePa	levelHWholedB	levelDWholedB	peakAmpdBWhole	peakFreqHzWhole	ampLWhole	ampMWhole	dynamicAmpWhole
a1_01_buerodrucker_m31.wav	S	0.8603643443342864	0.8846193094186192	0.908874274502952	0.9331292395872849	0.9573842046716177	0.9816391697559504	0.12127482542166401	121.27482542166402	2176.599836058489	2832.161482001086	2.5024062455368146	6.923018076479714	4.573449332841804e-07	-0.9805217775700974	1.4502379164495907e-07	-10.95661410826162	9.976092330691523	2.729928287610014	8517.055831806463	1.1130820572516953	-8.736943311285927	-9.850025368537622	3378.2048763009807	2760.9581331291192	2.160049472502962	5.761289976757716	9.74354572499629e-07	5.588941331976898	3.549247720940923e-07	-3.182672976812817	8.771614308789715	8.822085466198553	3014.6484375	0.9517996217717068	-3.615107195255762	-4.566906817027469	2368.7181860738524	1757.983647612144	2.716486920524006	13.51369174473253	8.953435445805191e-07	4.854394914464488	6.029806692487413e-07	1.4206685697815582	3.4337263446829303	12.168401921805259	3014.6484375	3.3384517470222654	-7.79249217918911	-11.130943926211376	3097.4234213844848	2400.4572469488257	2.510846831228868	7.465641297329634	7.544908591060043e-06	23.367680431068905	2.167050539577794e-06	12.531981580057458	10.835698851011447	11.517106121976873	3003.8818359375	1.763114068292619	-2.3251186560556003	-4.088232724348219
a1_01_buerodrucker_m31.wav	z	2.3668870697202085	2.388853465661122	2.410819861602036	2.4327862575429497	2.4547526534838635	2.4767190494247773	0.10983197970456882	109.83197970456882	220.60513666799577	710.4465826024009	14.11545648617858	242.46898294951276	6.890331968034417e-06	22.579403704593652	3.1191312056169237e-06	15.695273653484175	6.8841300511094765	4.571739181042429	9476.813222695662	3.1520202130118595	-6.420157505382144	-9.572177718394004	4620.354977544507	4122.863272615513	0.09436218598466928	-1.4540185187762502	2.7948348788182707e-06	14.741723870467766	3.923835652331053e-06	17.688816958614723	-2.947093088146957	21.933911095574494	5169.067429331775	-2.0312327817066063	3.6691030522782437	5.70033583398485	482.1606783903207	1454.437275130987	4.649466728296975	25.523313034347677	7.084395870381109e-06	22.820657204978737	6.128771962867384e-07	1.5620700320947623	21.258587172883974	13.247885241528358	5038.76953125	0.4391148682301479	-3.7842536636868074	-4.223368531916956	6200.399811037798	3568.1904954436104	-0.5332359330385228	-0.5489834184083131	7.474643386705877e-06	23.286410328759803	1.014736927891011e-05	25.941670087067227	-2.655259758307423	21.713074542579907	5165.377149522291	-0.12378942733893555	3.466300826837731	3.590090254176667
a1_01_buerodrucker_m31.wav	f	5.750699740980172	5.7687947149319765	5.78688968888378	5.804984662835584	5.823079636787387	5.841174610739191	0.09047486975901897	90.47486975901897	4681.312272277634	4165.339863026802	0.9628722516159018	0.1725594251875835	7.456009895562665e-07	3.264730295259739	4.2188025453675576e-07	-1.6816152322110411	4.94634552747078	14.73752931963035	1486.4283378253945	9.551312467532957	2.2060539543451054	-7.3452585131878525	4250.63373637178	5354.781954556248	1.051838662569967	-0.36692651179066926	2.155582264059927e-06	12.485892812526016	1.1010014609063305e-06	6.65035868513435	5.835534127391666	16.578572587506667	1995.2832438757687	13.139609320077174	6.28438677788674	-6.855222542190433	899.0952146833713	1503.9705051192896	6.879215254196313	61.76841162910523	1.443395859008649e-06	9.00230988060703	7.746174722614706e-07	3.5963465545061912	5.405963326100839	20.787405796958975	1277.4186436316063	10.265717750225312	-4.506445177416672	-14.772162927641983	4692.466127720024	5187.59709894187	0.9821902305474063	-0.39869848517420436	6.0055439898171815e-06	21.385647829834728	3.208063731335394e-06	15.939460528164535	5.446187301670193	17.36943359267737	1489.278816291038	14.581183162088685	5.639826467140489	-8.941356694948196
a1_01_buerodrucker_m31.wav	f	6.421099969235744	6.4453549343200764	6.46960989940441	6.493864864488743	6.518119829573076	6.542374794657408	0.12127482542166401	121.27482542166402	3224.2345550294654	3794.832643302548	1.6476022057343442	2.4522810188137	7.254265442516945e-07	3.0264696385981162	3.750949448042351e-07	-2.7025749964019035	5.72904463500002	10.561093862621043	1729.9766302150642	6.998490629426076	-2.1479595580614386	-9.146450187487515	8973.002903985309	4022.9585953067544	-0.2434661533720099	0.3634744006030215	1.0371928272511473e-06	6.1317908750170504	1.801048522173456e-06	10.925109047182946	-4.793318172165896	16.519675303053802	9250.979315345632	3.2779752348920788	5.1265320859550005	1.8485568510629218	2521.8633982586325	2301.286232145324	2.0195019580556925	8.237263782804247	9.353692796410988e-07	5.234262825705999	1.0791533266900615e-06	6.476263857731999	-1.2420010320259998	17.736051163023248	2713.1210295636843	5.230901617622123	-3.916704233175045	-9.147605850797166	6745.099167354353	4818.781678797073	0.16694337376013327	-0.89323069164928	5.160672796723255e-06	20.06872726596172	5.895938870432161e-06	21.225660221968617	-1.156932956006898	14.379173595923419	10015.209817564111	6.373665987553853	4.431418039748246	-1.9422479478056065
a1_01_buerodrucker_m31.wav	C	7.134065934685595	7.141573423878365	7.149080913071134	7.156588402263904	7.164095891456674	7.171603380649444	0.03753744596384845	37.53744596384845	824.595477001075	1250.219884480305	6.696395066852038	81.64227667235707	6.280297666136135e-07	1.774205348528957	4.098103278421515e-07	-1.9337412378549965	3.7079465863839536	21.071704071482927	1707.7495192367387	10.103423464384791	-7.658863402527879	-17.76228686691267	1034.029248716698	1748.0115231130042	4.522968422568598	31.797973539952814	7.090734025588744e-07	2.8284246851662607	3.2427972133822056e-07	-3.9670033966136353	6.795428081779896	15.852717311797374	1384.3408707974654	13.676776838197888	-4.057311392921678	-17.734088231119564	4318.960744307344	3396.502267688627	1.0656331826017276	1.2217480974744221	4.026035884125264e-07	-2.087846390639073	2.587881509722489e-07	-5.926511467773051	3.838665077133978	17.06648724062365	4250.457590164211	11.336044946153025	1.1556581552857828	-10.180386790867242	1089.6121637865638	1787.9539319953326	4.410651704452324	30.04891141470297	2.183050600504908e-06	12.595876825544574	9.537802870146715e-07	5.403567622012117	7.1923092035324565	14.406417968342605	1763.6301801801542	12.60889785575511	-4.699690967949193	-17.308588823704305
a1_01_buerodrucker_m31.wav	C	7.362178106312058	7.396635556709642	7.431093007107226	7.4655504575048095	7.500007907902393	7.534465358299977	0.17228725198791928	172.28725198791926	4224.243607954578	2537.045528759823	0.8568785893738361	0.9762146495097643	5.28120925424575e-06	20.2692682929642	3.1399985648167074e-06	15.75318977193286	4.516078521031339	24.43939904122148	2764.8039870992416	4.644921639249626	2.0390701450653856	-2.60585149418424	3334.1137807450264	2035.9320695356105	2.0383618281609572	9.438468224686691	2.168978799687973e-06	12.539706922440603	9.53014175724222e-07	5.396587993523134	7.143118928917469	21.37931685907121	2410.50231729894	-0.7549270792281528	-2.3580723903084024	-1.6031453110802496	2008.0641148256393	2044.3335699086924	3.184466192301194	17.35072637171523	1.4139238242796328e-06	8.82312102647375	9.283038008346422e-07	5.168403353012579	3.654717673461171	18.830607849740332	1697.802895149904	6.564156550886473	-4.169066301505196	-10.73322285239167	3686.7243822521714	2145.289490303159	1.4622274974957563	5.722748175858289	8.294662704883158e-06	24.19057539085836	4.627054944882321e-06	19.120693913414204	5.069881477444156	20.277312591326933	2450.827036143984	0.3426285946831677	-1.9317106951844047	-2.2743392898675725
a1_02_grosserbagger_m31.wav	z	2.5698081305407516	2.591553824377922	2.6132995182150927	2.6350452120522627	2.6567909058894332	2.6785365997266037	0.1087284691858521	108.7284691858521	306.79803600121926	1006.0507124863268	7.586936594354891	74.93772311144639	3.231864098551654e-05	36.00366258435355	4.94046741710062e-06	19.68996156893404	16.313701015419507	15.993612845295939	6836.780130671714	9.841208776257435	1.665363581095576	-8.175845195161859	6242.862065027045	2872.6273225765212	0.4650371969566296	4.089094264932459	5.023338055228931e-05	39.834448897049946	7.341483893581237e-05	43.13027778714386	-3.295828890093915	36.88479527190904	7221.150484169621	20.77347899265594	20.47569326113462	-0.29778573152131926	6117.769521121626	2684.3960051222334	0.3194411955518623	1.3045453032553826	1.2326398497537186e-05	27.631324857209755	1.5966001186442545e-05	29.878523924637413	-2.2471990674276583	32.052452479373116	7360.34844710069	12.471219870888408	12.787657200679481	0.3164373297910732	5853.083848501247	3012.5457775828654	0.4194142190016273	2.6886945370534905	0.00017667093632031173	50.757902994854334	0.0002508450237377019	53.8027105788337	-3.044807583979363	36.3537146782223	7213.057327383769	19.043756627895515	19.970242875227967	0.926486247332452
a1_02_grosserbagger_m31.wav	f	4.620327293418952	4.640250291405725	4.6601732893925	4.680096287379273	4.700019285366047	4.719942283352821	0.09961498993386897	99.61498993386897	6545.684916202123	3555.314036464864	0.38684952189538496	-0.6535550396740257	7.833180969936352e-06	23.693363983713564	5.9822856491829195e-06	21.351943708324754	2.34142027538881	25.25650527874435	6424.045533268743	13.868342959868855	10.268233124066231	-3.6001098358026233	5925.9385950518	4230.824602920316	0.5119591298434143	-0.4947975074671671	3.178159189719393e-06	15.858113713336868	3.159830326671745e-06	15.80787603937951	0.05023767395735845	23.93363706012629	6070.290945020018	17.28602933430154	9.340551597613848	-7.945477736687691	1723.3382044116493	2469.339749420244	3.03324612002364	11.203538623780933	1.7550537679248508e-06	10.700409301994537	7.539274146800153e-07	3.3611914930681026	7.339217808926434	20.61073834439431	1269.3289886366251	16.519045124644265	0.2539478131343749	-16.26509731150989	5762.329911056611	4160.440844099658	0.5563417069642429	-0.49301090743671416	1.1932793041052056e-05	27.34944294868533	1.2585200759205915e-05	27.811803736645228	-0.46236078795989854	23.430944668703248	6064.267022200366	16.965262237587268	9.412212624556831	-7.553049613030437
a1_02_grosserbagger_m31.wav	f	5.218809399468644	5.237433071499759	5.256056743530873	5.274680415561988	5.293304087593103	5.311927759624218	0.0931183601555734	93.1183601555734	9351.38479338632	6955.517839687965	-0.2545658978400682	-1.6108195521546076	1.2995156989260027e-06	8.090231388593802	1.8455097038010006e-06	11.136927442167009	-3.046696053573207	19.812428662428964	14811.740343482908	4.6458274553974	7.206766655142236	2.560939199744835	4475.693031967505	3574.6915846069196	1.1490499995640528	1.2115446579837599	1.0083159176717861e-05	25.886533244219684	6.44910423959815e-06	22.00458871407099	3.8819445301486937	30.722630021561642	2397.237362065558	13.494872962882123	12.227638994024796	-1.2672339688573278	2759.2136209375226	2171.4207257314715	2.157528919093159	8.933505723149898	2.177565899976239e-06	12.574026920327396	1.4438091409750143e-06	9.004796521890754	3.569230398436643	24.666072921749873	2481.4886096051164	8.610158504287543	1.2272405736408625	-7.382917930646681	4904.027944830486	3928.661712649936	1.048525837997074	0.5716244954150067	3.316549769884193e-05	36.22833115916186	2.1285896285142093e-05	32.376439615163875	3.8518915439979864	28.89237019678889	2354.1714208934504	13.102308247250894	12.58490192346214	-0.5174063237887534
a1_02_grosserbagger_m31.wav	C	6.238530900674862	6.250441388601737	6.262351876528612	6.274262364455488	6.286172852382364	6.2980833403092396	0.05955243963437784	59.55243963437784	2304.977334414236	1615.1146352562437	3.9216283678807207	27.286174239952295	1.0091810048958455e-06	5.893982130542083	6.255793230055051e-07	1.7402484954254107	4.153733635116673	22.25616509737494	2269.7764294471945	10.588929939890184	-3.8148235626254747	-14.40375350251566	3803.6479946497057	2888.4763778970055	0.9656592738365982	0.697595533859408	2.503212525443039e-06	13.784555245352113	1.328620018846821e-06	8.28261661733748	5.501938628014633	22.391253055861707	2341.265251469992	9.209560510621865	2.4039774012861574	-6.805583109335707	5748.71444885963	2736.83869344375	0.4331847918745134	0.6267960420688907	4.504464224372985e-06	18.88746362025484	3.4908253793053473e-06	16.673163275524537	2.2143003447303045	26.451903189542534	3821.6094961637145	-2.1715066939628755	5.689101468823412	7.860608162786288	3777.7147896249	2981.287636592007	0.9069394606233676	0.7302657768201608	6.412922292763192e-06	21.955720330025375	3.6991836186375403e-06	17.176718564303354	4.779001765722022	19.526244731082237	2398.616655933341	8.564364014346747	1.5682411745419325	-6.996122839804815
