FileName	digit	Duration(ms)
g1_12_kontrabass_w27	i:	101.104
g1_12_kontrabass_w27	a:	117.549
g2_01_kondor_w25	u:	112.437
g2_01_kondor_w25	i:	75.061
g2_01_kondor_w25	a:	81.885
g2_02_industriebackofen_w25	u:	128.038
g2_02_industriebackofen_w25	i:	71.463
g2_02_industriebackofen_w25	a:	127.666
g2_03_kirchenglocke_w25	u:	130.835
g2_03_kirchenglocke_w25	i:	69.343
g2_03_kirchenglocke_w25	a:	122.822
g2_04_violine_w25	u:	209.016
g2_04_violine_w25	i:	148.882
g2_04_violine_w25	a:	139.949
g2_05_suv_w25	u:	170.537
g2_05_suv_w25	i:	71.057
g2_05_suv_w25	a:	117.752
g2_06_komodowaran_w25	u:	126.685
g2_06_komodowaran_w25	i:	68.824
g2_06_komodowaran_w25	a:	115.722
g2_07_schildkroete_w25	u:	148.904
g2_07_schildkroete_w25	i:	82.742
g2_07_schildkroete_w25	a:	135.798
g2_08_kleinflugzeug_w25	u:	151.081
g2_08_kleinflugzeug_w25	i:	84.930
g2_08_kleinflugzeug_w25	a:	128.918
g2_09_baer_w25	u:	154.020
g2_09_baer_w25	i:	95.104
g2_09_baer_w25	a:	120.104
g2_10_aeffchen_w25	u:	136.328
g2_10_aeffchen_w25	i:	69.027
g2_10_aeffchen_w25	a:	114.060
g2_11_dompfaff_w25	u:	114.954
g2_11_dompfaff_w25	i:	70.741
g2_11_dompfaff_w25	a:	100.033
g2_12_drucker_w25	u:	130.001
g2_12_drucker_w25	i:	75.930
g2_12_drucker_w25	a:	115.045
g3_01_igel_w26	u:	114.409
g3_01_igel_w26	a:	82.398
g3_02_kuh_w26	u:	142.183
g3_02_kuh_w26	i:	70.781
g3_02_kuh_w26	a:	106.793
g3_03_handtrommel_w26	u:	110.259
g3_03_handtrommel_w26	i:	72.321
g3_03_handtrommel_w26	a:	99.589
g3_04_jumbojet_w26	u:	129.622
g3_04_jumbojet_w26	i:	92.015
g3_04_jumbojet_w26	a:	96.667
g3_05_bodentrommel_w26	u:	125.793
g3_05_bodentrommel_w26	i:	57.523
g3_05_bodentrommel_w26	a:	101.772
g3_06_wanduhr_w26	u:	214.113
g3_06_wanduhr_w26	i:	235.032
g3_06_wanduhr_w26	a:	235.032
g3_07_krokodil_w26	u:	165.614
g3_07_krokodil_w26	i:	87.716
g3_07_krokodil_w26	a:	123.719
g3_08_gecko_w26	u:	102.556
g3_08_gecko_w26	i:	70.562
g3_08_gecko_w26	a:	88.970
g3_09_backofen_w26	u:	174.263
g3_09_backofen_w26	i:	88.188
g3_09_backofen_w26	a:	131.679
g3_10_spatz_w26	u:	120.101
g3_10_spatz_w26	i:	102.390
g3_10_spatz_w26	a:	90.768
g3_11_storch_w26	u:	149.586
g3_11_storch_w26	i:	86.542
g3_11_storch_w26	a:	100.870
g3_12_kleinwagen_w26	u:	108.085
g3_12_kleinwagen_w26	i:	69.854
g3_12_kleinwagen_w26	a:	102.893
h1_01_buerodrucker_w27	u:	580.672
h1_01_buerodrucker_w27	i:	250.789
h1_01_buerodrucker_w27	a:	621.184
h1_02_kaninchen_w27	u:	74.773
h1_02_kaninchen_w27	i:	31.386
h1_02_kaninchen_w27	a:	117.791
h1_03_bodentrommel_w27	u:	287.337
h1_03_bodentrommel_w27	i:	282.431
h1_03_bodentrommel_w27	a:	285.234
h1_04_gloeckchen_w27	u:	66.578
h1_04_gloeckchen_w27	i:	67.008
h1_04_gloeckchen_w27	a:	112.252
h1_05_backofen_w27	u:	339.046
h1_05_backofen_w27	i:	192.944
h1_05_backofen_w27	a:	256.515
h1_06_komodowaran_w27	u:	168.047
h1_06_komodowaran_w27	i:	243.404
h1_06_komodowaran_w27	a:	226.825
h1_07_kleinflugzeug_w27	u:	214.218
h1_07_kleinflugzeug_w27	i:	76.623
h1_07_kleinflugzeug_w27	a:	287.337
h1_08_grosserbagger_w27	u:	147.549
h1_08_grosserbagger_w27	i:	187.790
h1_08_grosserbagger_w27	a:	219.983
h1_09_blaumeise_w27	u:	114.618
h1_09_blaumeise_w27	i:	81.386
h1_09_blaumeise_w27	a:	109.193
h1_10_harpyie_w27	u:	100.526
h1_10_harpyie_w27	i:	114.513
h1_10_harpyie_w27	a:	120.700
h1_11_gecko_w27	u:	109.192
h1_11_gecko_w27	i:	84.754
h1_11_gecko_w27	a:	110.752
h1_12_elefant_w27	u:	213.412
h1_12_elefant_w27	i:	168.197
h1_12_elefant_w27	a:	178.145
h2_01_anakonda_m34	u:	315.368
h2_01_anakonda_m34	i:	461.193
h2_01_anakonda_m34	a:	339.965
h2_02_drucker_m34	u:	214.075
h2_02_drucker_m34	i:	315.165
h2_02_drucker_m34	a:	303.272
h2_03_kuh_m34	u:	481.218
h2_03_kuh_m34	i:	620.345
h2_03_kuh_m34	a:	453.392
h2_04_wanduhr_m34	u:	163.484
h2_04_wanduhr_m34	i:	249.934
h2_04_wanduhr_m34	a:	248.222
h2_05_storch_m34	u:	228.400
h2_05_storch_m34	i:	330.868
h2_05_storch_m34	a:	511.130
h2_06_igel_m34	u:	192.800
h2_06_igel_m34	i:	176.858
h2_06_igel_m34	a:	138.662
h2_07_schildkorete_m34	u:	792.521
h2_07_schildkorete_m34	i:	905.738
h2_07_schildkorete_m34	a:	488.786
h2_08_kontrabass_m34	u:	264.192
h2_08_kontrabass_m34	i:	170.016
h2_08_kontrabass_m34	a:	245.593
h2_09_violine_m34	u:	328.800
h2_09_violine_m34	i:	156.802
h2_09_violine_m34	a:	290.118
h2_10_jumbojet_m34	u:	272.173
h2_10_jumbojet_m34	i:	188.126
h2_10_jumbojet_m34	a:	1203.659
h2_11_dompfaff_m34	u:	167.223
h2_11_dompfaff_m34	i:	172.557
h2_11_dompfaff_m34	a:	231.614
h2_12_kleinwagen_m34	u:	249.912
h2_12_kleinwagen_m34	i:	111.159
h2_12_kleinwagen_m34	a:	141.117
h3_01_spatz_m30	u:	127.850
h3_01_spatz_m30	i:	80.713
h3_01_spatz_m30	a:	62.634
h3_02_baer_m30	u:	155.480
h3_02_baer_m30	i:	107.067
h3_02_baer_m30	a:	128.481
h3_03_industriebackofen_m30	u:	179.777
h3_03_industriebackofen_m30	i:	121.904
h3_03_industriebackofen_m30	a:	199.479
h3_04_armbanduhr_m30	u:	204.975
h3_04_armbanduhr_m30	i:	203.022
h3_04_armbanduhr_m30	a:	174.716
h3_05_kirchenglocke_m30	u:	244.832
h3_05_kirchenglocke_m30	i:	261.815
h3_05_kirchenglocke_m30	a:	246.248
h3_06_handtrommel_m30	u:	238.949
h3_06_handtrommel_m30	i:	206.251
h3_06_handtrommel_m30	a:	231.403
h3_07_kleinerbagger_m30	u:	192.485
h3_07_kleinerbagger_m30	i:	153.988
h3_07_kleinerbagger_m30	a:	397.481
h3_08_suv_m25	u:	270.214
h3_08_suv_m25	i:	391.879
h3_08_suv_m25	a:	390.056
h3_09_krokodil_m30	u:	315.330
h3_09_krokodil_m30	i:	233.648
h3_09_krokodil_m30	a:	278.289
h3_10_kondor_m30	u:	315.468
h3_10_kondor_m30	i:	187.528
h3_10_kondor_m30	a:	261.138
h3_11_blindschleiche_m30	u:	263.405
h3_11_blindschleiche_m30	i:	234.032
h3_11_blindschleiche_m30	a:	279.512
h3_12_aeffchen_m30	u:	236.897
h3_12_aeffchen_m30	i:	107.237
h3_12_aeffchen_m30	a:	234.947
i1_01_gecko_w30	u:	153.017
i1_01_gecko_w30	a:	159.460
i1_02_blaumeise_w30	u:	108.766
i1_02_blaumeise_w30	a:	131.638
i1_03_kontrabass	u:	137.935
i1_03_kontrabass	a:	169.427
i1_04_wanduhr_w30	u:	301.624
i1_04_wanduhr_w30	a:	279.153
i1_05_harpyie_w30	u:	143.932
i1_05_harpyie_w30	i:	126.170
i1_05_harpyie_w30	a:	168.431
i1_06_elefant_w30	u:	164.467
i1_06_elefant_w30	i:	165.695
i1_06_elefant_w30	a:	159.558
i1_07_armbanduhr_w30	u:	172.975
i1_07_armbanduhr_w30	i:	113.457
i1_07_armbanduhr_w30	a:	141.976
i1_08_kleinflugzeug_w30	u:	204.257
i1_08_kleinflugzeug_w30	i:	269.418
i1_08_kleinflugzeug_w30	a:	197.991
i1_09_komodowaran_w30	u:	132.597
i1_09_komodowaran_w30	i:	127.594
i1_09_komodowaran_w30	a:	150.736
i1_10_jumbojet_w30	u:	187.419
i1_10_jumbojet_w30	i:	120.853
i1_10_jumbojet_w30	a:	156.398
i1_11_handtrommel_w30	u:	145.564
i1_11_handtrommel_w30	i:	97.243
i1_11_handtrommel_w30	a:	153.668
i1_12_igel_w30	u:	133.949
i1_12_igel_w30	i:	133.364
i1_12_igel_w30	a:	145.063
i2_01_buerodrucker_w24	u:	462.687
i2_01_buerodrucker_w24	i:	418.924
i2_01_buerodrucker_w24	a:	228.793
i2_02_anakonda_w24	u:	210.652
i2_02_anakonda_w24	i:	284.182
i2_02_anakonda_w24	a:	118.575
i2_03_aeffchen_w24	u:	132.876
i2_03_aeffchen_w24	i:	78.102
i2_03_aeffchen_w24	a:	94.839
i2_04_blindschleiche_w24	u:	169.255
i2_04_blindschleiche_w24	i:	165.535
i2_04_blindschleiche_w24	a:	172.355
i2_05_storch_w24	u:	154.729
i2_05_storch_w24	i:	124.973
i2_05_storch_w24	a:	139.040
i2_06_grosserbagger_w24	u:	155.244
i2_06_grosserbagger_w24	i:	159.989
i2_06_grosserbagger_w24	a:	147.786
i2_07_kirchenglocke_w24	u:	419.446
i2_07_kirchenglocke_w24	i:	503.336
i2_07_kirchenglocke_w24	a:	504.811
i2_08_spatz_w24	u:	111.064
i2_08_spatz_w24	i:	70.146
i2_08_spatz_w24	a:	104.769
i2_09_kleinwagen_w24	u:	201.896
i2_09_kleinwagen_w24	i:	62.276
i2_09_kleinwagen_w24	a:	115.011
i2_10_baer_w24	u:	245.188
i2_10_baer_w24	i:	192.741
i2_11_backofen_w24	u:	144.465
i2_11_backofen_w24	i:	76.953
i2_11_backofen_w24	a:	65.151
i2_12_gloeckchen_w24	u:	73.352
i2_12_gloeckchen_w24	i:	115.622
i2_12_gloeckchen_w24	a:	87.649
i3_01_bodentrommel_m21	u:	126.516
i3_01_bodentrommel_m21	i:	72.295
i3_01_bodentrommel_m21	a:	147.602
i3_02_kondor_m21	u:	118.581
i3_02_kondor_m21	i:	105.471
i3_02_kondor_m21	a:	109.643
i3_03_kuh_m21	u:	174.814
i3_03_kuh_m21	i:	144.701
i3_03_kuh_m21	a:	59.012
i3_04_industriebackofen_m21	u:	143.676
i3_04_industriebackofen_m21	i:	117.553
i3_04_industriebackofen_m21	a:	175.023
i3_05_kaninchen_m21	u:	128.777
i3_05_kaninchen_m21	i:	125.458
i3_05_kaninchen_m21	a:	148.027
i3_06_drucker_m21	u:	149.321
i3_06_drucker_m21	i:	117.698
i3_06_drucker_m21	a:	174.193
i3_07_violine_m21	u:	138.589
i3_07_violine_m21	i:	60.195
i3_07_violine_m21	a:	194.585
i3_08_dompfaff_m21	u:	140.410
i3_08_dompfaff_m21	i:	128.172
i3_08_dompfaff_m21	a:	159.088
i3_09_krokodil_m21	u:	166.243
i3_09_krokodil_m21	i:	166.243
i3_09_krokodil_m21	a:	188.727
i3_10_kleinerbagger_m21	u:	158.772
i3_10_kleinerbagger_m21	i:	126.647
i3_10_kleinerbagger_m21	a:	153.212
i3_11_schildkroete_m21	u:	156.082
i3_11_schildkroete_m21	i:	103.524
i3_11_schildkroete_m21	a:	156.082
i3_12_suv_m21	u:	119.593
i3_12_suv_m21	i:	100.413
i3_12_suv_m21	a:	150.055
j1_01_jumbojet_w21	u:	204.331
j1_01_jumbojet_w21	i:	171.707
j1_01_jumbojet_w21	a:	130.497
j1_02_bodentrommel_w21	u:	364.834
j1_02_bodentrommel_w21	i:	493.929
j1_02_bodentrommel_w21	a:	172.467
j1_03_storch_w21	u:	222.998
j1_03_storch_w21	i:	122.735
j1_03_storch_w21	a:	124.464
j1_04_aeffchen_w21	u:	182.443
j1_04_aeffchen_w21	i:	139.946
j1_04_aeffchen_w21	a:	147.273
j1_05_handtrommel_w21	u:	314.963
j1_05_handtrommel_w21	i:	425.109
j1_05_handtrommel_w21	a:	155.661
j1_06_kleinwagen_w21	u:	278.477
j1_06_kleinwagen_w21	i:	141.866
j1_06_kleinwagen_w21	a:	137.662
j1_07_wanduhr_w21	u:	146.984
j1_07_wanduhr_w21	i:	136.578
j1_08_baer_w21	i:	184.403
j1_08_baer_w21	a:	105.253
j1_09_backofen_w21	u:	200.028
j1_09_backofen_w21	i:	173.817
j1_09_backofen_w21	a:	138.410
j1_10_anakonda_w21	u:	212.488
j1_10_anakonda_w21	i:	223.973
j1_10_anakonda_w21	a:	163.099
j1_11_gecko_w21	i:	128.072
j1_11_gecko_w21	a:	117.517
j1_12_blaumeise_w21	u:	200.946
j1_12_blaumeise_w21	i:	235.234
j1_12_blaumeise_w21	a:	120.408
j2_01_industriebackofen_w20	u:	195.102
j2_01_industriebackofen_w20	i:	138.714
j2_01_industriebackofen_w20	a:	176.494
j2_02_spatz_w20	u:	233.098
j2_02_spatz_w20	i:	153.906
j2_02_spatz_w20	a:	157.090
j2_03_schildkroete_w20	u:	302.284
j2_03_schildkroete_w20	i:	229.319
j2_03_schildkroete_w20	a:	260.590
j2_04_kirchenglocke_w20	u:	281.007
j2_04_kirchenglocke_w20	i:	279.616
j2_04_kirchenglocke_w20	a:	287.041
j2_05_komodowaran_w20	u:	214.491
j2_05_komodowaran_w20	i:	154.942
j2_05_komodowaran_w20	a:	168.639
j2_06_armbanduhr_w20	u:	313.772
j2_06_armbanduhr_w20	i:	204.883
j2_06_armbanduhr_w20	a:	265.059
j2_07_grosserbagger_w20	u:	231.559
j2_07_grosserbagger_w20	i:	190.486
j2_07_grosserbagger_w20	a:	199.753
j2_08_kleinerbagger_w20	u:	160.297
j2_08_kleinerbagger_w20	i:	145.158
j2_08_kleinerbagger_w20	a:	139.815
j2_09_elefant_w20	u:	209.630
j2_09_elefant_w20	i:	148.032
j2_09_elefant_w20	a:	182.805
j2_10_kondor_w20	u:	151.225
j2_10_kondor_w20	i:	164.892
j2_10_kondor_w20	a:	172.828
j2_11_igel_w20	u:	190.848
j2_11_igel_w20	i:	132.102
j2_11_igel_w20	a:	126.378
j2_12_gloeckchen_w20	u:	150.663
j2_12_gloeckchen_w20	i:	177.611
j2_12_gloeckchen_w20	a:	142.968
j3_01_drucker_w21	u:	92.166
j3_01_drucker_w21	i:	60.184
j3_01_drucker_w21	a:	186.924
j3_02_kaninchen_w21	u:	105.270
j3_02_kaninchen_w21	i:	115.939
j3_02_kaninchen_w21	a:	132.298
j3_03_suv_w21	u:	499.381
j3_03_suv_w21	i:	623.457
j3_03_suv_w21	a:	250.203
j3_04_dompfaff_w21	u:	124.134
j3_04_dompfaff_w21	i:	117.116
j3_04_dompfaff_w21	a:	103.957
j3_05_blindschleiche_w21	u:	162.307
j3_05_blindschleiche_w21	i:	200.087
j3_05_blindschleiche_w21	a:	129.530
j3_06_kuh_w21	u:	248.468
j3_06_kuh_w21	i:	266.163
j3_06_kuh_w21	a:	133.580
j3_07_kontrabass_w21	u:	201.182
j3_07_kontrabass_w21	i:	194.507
j3_07_kontrabass_w21	a:	204.315
j3_08_krokodil_w21	u:	137.190
j3_08_krokodil_w21	i:	108.872
j3_08_krokodil_w21	a:	95.763
j3_09_buerodrucker_w21	u:	102.967
j3_09_buerodrucker_w21	i:	126.926
j3_09_buerodrucker_w21	a:	173.498
j3_10_kleinflugzeug_w21	u:	312.930
j3_10_kleinflugzeug_w21	i:	138.376
j3_10_kleinflugzeug_w21	a:	178.183
j3_11_violine_w21	u:	199.380
j3_11_violine_w21	i:	87.036
j3_11_violine_w21	a:	159.915
j3_12_harpyie_w21	u:	156.100
j3_12_harpyie_w21	i:	124.743
j3_12_harpyie_w21	a:	105.723
k1_01_igel_w22	u:	108.975
k1_01_igel_w22	a:	137.295
k1_02_spatz_w22	u:	108.515
k1_02_spatz_w22	i:	61.818
k1_02_spatz_w22	a:	70.713
k1_03_storch_w22	u:	137.499
k1_03_storch_w22	i:	107.728
k1_03_storch_w22	a:	163.529
k1_04_kuh_w22	u:	540.735
k1_04_kuh_w22	i:	323.083
k1_04_kuh_w22	a:	150.210
k1_05_bodentrommel_w22	u:	178.604
k1_05_bodentrommel_w22	i:	264.084
k1_05_bodentrommel_w22	a:	129.262
k1_06_komodowaran_w22	u:	178.842
k1_06_komodowaran_w22	i:	135.189
k1_06_komodowaran_w22	a:	125.228
k1_07_kleinflugzeug_w22	u:	104.816
k1_07_kleinflugzeug_w22	i:	67.201
k1_07_kleinflugzeug_w22	a:	99.322
k1_08_gecko_w22	u:	138.380
k1_08_gecko_w22	i:	98.371
k1_08_gecko_w22	a:	96.168
k1_09_buerodrucker_w22	u:	262.314
k1_09_buerodrucker_w22	i:	231.384
k1_09_buerodrucker_w22	a:	251.013
k1_10_violine_w22	u:	415.594
k1_10_violine_w22	i:	407.857
k1_10_violine_w22	a:	201.718
k1_11_jumbojet_w22	u:	257.252
k1_11_jumbojet_w22	i:	135.528
k1_11_jumbojet_w22	a:	139.920
k1_12_drucker_w22	u:	169.324
k1_12_drucker_w22	i:	149.606
k1_12_drucker_w22	a:	159.894
k2_01_wanduhr_w22	u:	320.805
k2_01_wanduhr_w22	i:	313.196
k2_01_wanduhr_w22	a:	182.656
k2_02_armbanduhr_w22	u:	130.466
k2_02_armbanduhr_w22	i:	91.326
k2_02_armbanduhr_w22	a:	127.099
k2_03_dompfaff_w22	u:	227.190
k2_03_dompfaff_w22	i:	207.726
k2_03_dompfaff_w22	a:	217.635
k2_04_gloeckchen_w22	u:	268.133
k2_04_gloeckchen_w22	i:	207.514
k2_04_gloeckchen_w22	a:	141.286
k2_05_kleinwagen_w22	u:	219.407
k2_05_kleinwagen_w22	i:	131.219
k2_05_kleinwagen_w22	a:	185.327
k2_06_kaninchen_w22	u:	99.233
k2_06_kaninchen_w22	i:	61.774
k2_06_kaninchen_w22	a:	75.469
k2_07_suv_w22	u:	248.826
k2_07_suv_w22	i:	127.007
k2_07_suv_w22	a:	159.713
k2_08_blindschleiche_w22	u:	155.184
k2_08_blindschleiche_w22	i:	115.327
k2_08_blindschleiche_w22	a:	149.438
k2_09_harpyie_w22	u:	319.291
k2_09_harpyie_w22	i:	132.376
k2_09_harpyie_w22	a:	109.105
k2_10_krokodil_w22	u:	135.871
k2_10_krokodil_w22	i:	92.339
k2_10_krokodil_w22	a:	81.457
k2_11_elefant_w22	u:	164.742
k2_11_elefant_w22	i:	115.869
k2_11_elefant_w22	a:	132.892
k2_12_kontrabass_w22	u:	375.350
k2_12_kontrabass_w22	i:	296.043
k2_12_kontrabass_w22	a:	160.162
k3_01_aeffchen_w25	u:	97.784
k3_01_aeffchen_w25	i:	44.673
k3_01_aeffchen_w25	a:	76.582
k3_02_schildkroete_w25	u:	440.058
k3_02_schildkroete_w25	i:	508.729
k3_02_schildkroete_w25	a:	581.605
k3_03_kondor_w25	u:	204.989
k3_03_kondor_w25	i:	161.979
k3_03_kondor_w25	a:	129.375
k3_04_grosserbagger_w25	u:	201.164
k3_04_grosserbagger_w25	i:	231.381
k3_04_grosserbagger_w25	a:	254.260
k3_05_anakonda_w25	u:	251.943
k3_05_anakonda_w25	i:	295.385
k3_05_anakonda_w25	a:	354.891
k3_06_baer_w25	u:	194.490
k3_06_baer_w25	i:	187.544
k3_06_baer_w25	a:	138.921
k3_07_kirchenglocke_w25	u:	266.872
k3_07_kirchenglocke_w25	i:	388.417
k3_07_kirchenglocke_w25	a:	408.895
k3_08_kleinerbagger_w25	u:	122.114
k3_08_kleinerbagger_w25	i:	124.451
k3_08_kleinerbagger_w25	a:	160.676
k3_09_industriebackofen_w25	u:	130.642
k3_09_industriebackofen_w25	i:	183.920
k3_09_industriebackofen_w25	a:	166.952
k3_10_handtrommel_w25	u:	195.080
k3_10_handtrommel_w25	i:	254.672
k3_10_handtrommel_w25	a:	281.035
k3_11_blaumeise_w25	u:	88.646
k3_11_blaumeise_w25	i:	57.614
k3_11_blaumeise_w25	a:	94.116
k3_12_backofen_w25	u:	143.829
k3_12_backofen_w25	i:	139.739
k3_12_backofen_w25	a:	119.971
l1_01_kontrabass_w20	u:	201.838
l1_01_kontrabass_w20	i:	167.534
l1_01_kontrabass_w20	a:	124.729
l1_02_spatz_w20	u:	173.877
l1_02_spatz_w20	i:	99.208
l1_02_spatz_w20	a:	90.999
l1_03_backofen_w20	u:	175.269
l1_03_backofen_w20	i:	147.266
l1_03_backofen_w20	a:	167.471
l1_04_buerodrucker_w20	u:	149.717
l1_04_buerodrucker_w20	i:	92.954
l1_04_buerodrucker_w20	a:	165.307
l1_05_gecko_w20	u:	155.953
l1_05_gecko_w20	i:	124.646
l1_05_gecko_w20	a:	96.238
l1_06_storch_w20	u:	140.205
l1_06_storch_w20	i:	112.456
l1_06_storch_w20	a:	105.153
l1_08_handtrommel_w20	u:	260.687
l1_08_handtrommel_w20	i:	226.386
l1_08_handtrommel_w20	a:	256.766
l1_09_komodowaran_w20	u:	217.907
l1_09_komodowaran_w20	i:	199.282
l1_09_komodowaran_w20	a:	240.626
l1_10_baer_w20	u:	218.565
l1_10_baer_w20	i:	161.426
l1_10_baer_w20	a:	139.050
l1_11_kleinwagen_w20	u:	114.486
l1_11_kleinwagen_w20	i:	117.723
l1_11_kleinwagen_w20	a:	129.334
l2_01_kondor_w22	u:	267.187
l2_01_kondor_w22	i:	258.174
l2_01_kondor_w22	a:	160.375
l2_02_suv_w22	u:	180.079
l2_02_suv_w22	i:	158.029
l2_02_suv_w22	a:	120.175
l2_03_armbanduhr_w22	u:	218.538
l2_03_armbanduhr_w22	i:	182.614
l2_03_armbanduhr_w22	a:	216.293
l2_04_gloeckchen_w22	u:	156.630
l2_04_gloeckchen_w22	i:	96.031
l2_04_gloeckchen_w22	a:	138.417
l2_05_anakonda_w22	u:	271.920
l2_05_anakonda_w22	i:	364.372
l2_05_anakonda_w22	a:	151.286
l2_06_kleinflugzeug_w22	u:	256.131
l2_06_kleinflugzeug_w22	i:	201.142
l2_06_kleinflugzeug_w22	a:	164.966
l2_07_schildkroete_w22	u:	543.683
l2_07_schildkroete_w22	i:	345.493
l2_07_schildkroete_w22	a:	482.143
l2_08_kirchenglocke_w22	u:	500.453
l2_08_kirchenglocke_w22	i:	484.785
l2_08_kirchenglocke_w22	a:	438.703
l2_09_kaninchen_w22	u:	127.911
l2_09_kaninchen_w22	i:	66.186
l2_09_kaninchen_w22	a:	129.452
l2_10_blaumeise_w22	u:	124.034
l2_10_blaumeise_w22	i:	87.211
l2_10_blaumeise_w22	a:	91.088
l2_11_wanduhr_w22	u:	291.940
l2_11_wanduhr_w22	i:	294.610
l2_11_wanduhr_w22	a:	311.521
l2_12_kuh_w22	u:	468.157
l2_12_kuh_w22	i:	324.891
l2_12_kuh_w22	a:	292.794
l3_01_dompfaff_w21	u:	131.763
l3_01_dompfaff_w21	i:	108.377
l3_01_dompfaff_w21	a:	131.193
l3_02_blindschleiche_w21	u:	440.416
l3_02_blindschleiche_w21	i:	453.237
l3_02_blindschleiche_w21	a:	434.442
l3_03_drucker_w21	u:	171.277
l3_03_drucker_w21	i:	279.995
l3_03_drucker_w21	a:	182.340
l3_04_igel_w21	u:	150.715
l3_04_igel_w21	i:	96.201
l3_04_igel_w21	a:	122.496
l3_05_krokodil_w21	u:	161.220
l3_05_krokodil_w21	i:	166.501
l3_05_krokodil_w21	a:	112.310
l3_07_industriebackofen_w21	u:	209.937
l3_07_industriebackofen_w21	i:	83.757
l3_07_industriebackofen_w21	a:	151.425
l3_08_jumbojet_w21	u:	148.972
l3_08_jumbojet_w21	i:	106.270
l3_08_jumbojet_w21	a:	114.519
l3_09_kleinerbagger_w21	u:	157.336
l3_09_kleinerbagger_w21	i:	142.730
l3_09_kleinerbagger_w21	a:	160.258
l3_10_bodentrommel_w21	u:	167.334
l3_10_bodentrommel_w21	i:	228.813
l3_10_bodentrommel_w21	a:	196.918
l3_11_violine_w21	u:	309.285
l3_11_violine_w21	i:	401.862
l3_11_violine_w21	a:	154.435
l3_12_harpyie_w21	u:	148.894
l3_12_harpyie_w21	i:	128.110
l3_12_harpyie_w21	a:	147.761
m1_01_spatz_w18	u:	105.861
m1_01_spatz_w18	i:	78.471
m1_01_spatz_w18	a:	100.498
m1_02_kleinerbagger_w18	u:	99.861
m1_02_kleinerbagger_w18	i:	54.086
m1_02_kleinerbagger_w18	a:	107.180
m1_03_buerodrucker_w18	u:	112.149
m1_03_buerodrucker_w18	i:	66.009
m1_03_buerodrucker_w18	a:	97.328
m1_04_anakonda_w18	u:	106.024
m1_04_anakonda_w18	i:	54.626
m1_04_anakonda_w18	a:	107.942
m1_05_storch_w18	u:	125.248
m1_05_storch_w18	i:	83.194
m1_05_storch_w18	a:	103.321
m1_06_handtrommel_w18	u:	96.353
m1_06_handtrommel_w18	i:	67.207
m1_06_handtrommel_w18	a:	99.234
m1_07_elefant_w18	u:	104.246
m1_07_elefant_w18	i:	73.445
m1_07_elefant_w18	a:	107.230
m1_08_armbanduhr_w18	u:	130.880
m1_08_armbanduhr_w18	i:	79.995
m1_08_armbanduhr_w18	a:	79.279
m1_09_jumbojet_w18	u:	98.692
m1_09_jumbojet_w18	i:	76.381
m1_09_jumbojet_w18	a:	90.293
m1_10_kontrabass_w18	u:	109.555
m1_10_kontrabass_w18	i:	71.384
m1_10_kontrabass_w18	a:	105.507
m1_11_schildkroete_w18	u:	84.667
m1_11_schildkroete_w18	i:	85.211
m1_11_schildkroete_w18	a:	100.704
m1_12_kaninchen_w18	u:	103.431
m1_12_kaninchen_w18	i:	87.120
m1_12_kaninchen_w18	a:	117.755
m2_01_drucker_w19	u:	128.910
m2_01_drucker_w19	i:	76.292
m2_01_drucker_w19	a:	174.819
m2_02_kleinflugzeug_w19	u:	125.943
m2_02_kleinflugzeug_w19	i:	77.768
m2_02_kleinflugzeug_w19	a:	175.726
m2_03_bodentrommel_w18	u:	91.903
m2_03_bodentrommel_w18	i:	71.733
m2_03_bodentrommel_w18	a:	155.744
m2_04_industriebackofen_w19	u:	114.572
m2_04_industriebackofen_w19	i:	81.505
m2_04_industriebackofen_w19	a:	148.629
m2_05_krokodil_w19	u:	119.980
m2_05_krokodil_w19	i:	73.356
m2_05_krokodil_w19	a:	108.230
m2_06_aeffchen_w18	u:	120.600
m2_06_aeffchen_w18	i:	65.472
m2_06_aeffchen_w18	a:	127.757
m2_08_grosserbagger_w19	u:	138.058
m2_08_grosserbagger_w19	i:	123.984
m2_08_grosserbagger_w19	a:	146.436
m2_09_baer_w19	u:	136.481
m2_09_baer_w19	i:	93.181
m2_09_baer_w19	a:	131.425
m2_10_blaumeise_w19	u:	131.604
m2_10_blaumeise_w19	i:	77.730
m2_10_blaumeise_w19	a:	97.028
m2_11_blindschleiche_w19	u:	152.186
m2_11_blindschleiche_w19	i:	130.874
m2_11_blindschleiche_w19	a:	219.795
m2_12_kondor_w19	u:	173.838
m2_12_kondor_w19	i:	116.312
m2_12_kondor_w19	a:	163.340
m3_01_igel_w18	u:	160.112
m3_01_igel_w18	i:	106.352
m3_01_igel_w18	a:	132.063
m3_02_gecko_w18	u:	120.380
m3_02_gecko_w18	i:	60.643
m3_02_gecko_w18	a:	84.486
m3_03_backofen_w18	u:	137.579
m3_03_backofen_w18	i:	91.013
m3_03_backofen_w18	a:	133.068
m3_04_gloeckchen_w18	u:	121.608
m3_04_gloeckchen_w18	i:	83.344
m3_04_gloeckchen_w18	a:	112.269
m3_05_kleinwagen_w18	u:	126.756
m3_05_kleinwagen_w18	i:	73.910
m3_05_kleinwagen_w18	a:	104.213
m3_06_wanduhr_w18	u:	127.145
m3_06_wanduhr_w18	i:	103.004
